cve_id,vendor,vendor_display,description,cvss_vector,B,H,class,published,epss,kev_override,source
CVE-2016-5084,animas,Animas,Animas OneTouch Ping Insulin Pump Vulnerabilities,CVSS:3.0/AV:A/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,2.835,7.5,IIb,2016-07-09,0.0,false,ICSMA index (live rebuild)
CVE-2016-5086,animas,Animas,Animas OneTouch Ping Insulin Pump Vulnerabilities,CVSS:3.0/AV:A/AC:H/PR:N/UI:N/S:U/C:L/I:H/A:L,1.62,7.5,IIb,2016-07-09,0.0,false,ICSMA index (live rebuild)
CVE-2016-5085,animas,Animas,Animas OneTouch Ping Insulin Pump Vulnerabilities,CVSS:3.0/AV:A/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:N,1.62,7.5,IIb,2016-07-09,0.0,false,ICSMA index (live rebuild)
CVE-2016-8355,smiths medical,Smiths Medical,Smiths Medical CADD-Solis Medication Safety Software Vulnerabilities,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H,3.11,7.5,IIb,2016-08-05,0.0,false,ICSMA index (live rebuild)
CVE-2016-8358,smiths medical,Smiths Medical,Smiths Medical CADD-Solis Medication Safety Software Vulnerabilities,CVSS:3.0/AV:N/AC:H/PR:L/UI:N/S:C/C:H/I:H/A:H,1.777,7.5,IIb,2016-08-05,0.0,false,ICSMA index (live rebuild)
CVE-2017-12722,smiths medical,Smiths Medical,Smiths Medical Medfusion 4000 Wireless Syringe Infusion Pump Vulnerabilities (Update A),CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N,2.221,7.5,IIb,2017-09-07,0.0,false,ICSMA index (live rebuild)
CVE-2017-12725,smiths medical,Smiths Medical,Smiths Medical Medfusion 4000 Wireless Syringe Infusion Pump Vulnerabilities (Update A),CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N,2.221,7.5,IIb,2017-09-07,0.0,false,ICSMA index (live rebuild)
CVE-2017-12720,smiths medical,Smiths Medical,Smiths Medical Medfusion 4000 Wireless Syringe Infusion Pump Vulnerabilities (Update A),CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N,2.221,7.5,IIb,2017-09-07,0.0,false,ICSMA index (live rebuild)
CVE-2017-12724,smiths medical,Smiths Medical,Smiths Medical Medfusion 4000 Wireless Syringe Infusion Pump Vulnerabilities (Update A),CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N,2.221,7.5,IIb,2017-09-07,0.0,false,ICSMA index (live rebuild)
CVE-2017-12726,smiths medical,Smiths Medical,Smiths Medical Medfusion 4000 Wireless Syringe Infusion Pump Vulnerabilities (Update A),CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N,2.221,7.5,IIb,2017-09-07,0.0,false,ICSMA index (live rebuild)
CVE-2017-12721,smiths medical,Smiths Medical,Smiths Medical Medfusion 4000 Wireless Syringe Infusion Pump Vulnerabilities (Update A),CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N,2.221,7.5,IIb,2017-09-07,0.0,false,ICSMA index (live rebuild)
CVE-2017-12723,smiths medical,Smiths Medical,Smiths Medical Medfusion 4000 Wireless Syringe Infusion Pump Vulnerabilities (Update A),CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N,2.221,7.5,IIb,2017-09-07,0.0,false,ICSMA index (live rebuild)
CVE-2017-5149,st. jude medical,St. Jude Medical,ICSMA-17-009-01A_St. Jude Merlin@home Transmitter Vulnerability (Update A),CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:C/C:L/I:H/A:H,2.221,10.0,III,2017-01-09,0.0,false,ICSMA index (live rebuild)
CVE-2019-10959,bd (becton dickinson),BD (Becton Dickinson),BD Alaris Gateway Workstation,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:C/C:L/I:H/A:H,3.887,7.5,IIb,2019-06-13,0.0,false,ICSMA index (live rebuild)
CVE-2018-14786,bd (becton dickinson),BD (Becton Dickinson),BD Alaris Plus,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:H/A:H,3.887,7.5,IIb,2018-08-23,0.0,false,ICSMA index (live rebuild)
CVE-2022-22767,bd (becton dickinson),BD (Becton Dickinson),BD Pyxis,CVSS:3.0/AV:A/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,2.835,7.5,IIb,2022-05-31,0.0,false,ICSMA index (live rebuild)
CVE-2023-30563,bd (becton dickinson),BD (Becton Dickinson),BD Alaris System with Guardrails Suite MX,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:L/A:N,2.835,7.5,IIb,2023-07-13,0.0,false,ICSMA index (live rebuild)
CVE-2022-22765,bd (becton dickinson),BD (Becton Dickinson),BD Viper LT,CVSS:3.0/AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:L,2.515,7.5,IIb,2022-03-03,0.0,false,ICSMA index (live rebuild)
CVE-2024-10476,bd (becton dickinson),BD (Becton Dickinson),BD Diagnostic Solutions Products (Update A),CVSS:3.1/AV:A/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,2.068,7.5,IIb,2024-12-17,0.0,false,ICSMA index (live rebuild)
CVE-2019-13517,bd (becton dickinson),BD (Becton Dickinson),BD Pyxis (Update A),CVSS:3.0/AV:A/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:L,2.068,7.5,IIb,2019-09-05,0.0,false,ICSMA index (live rebuild)
CVE-2017-6022,bd (becton dickinson),BD (Becton Dickinson),CVE-2017-6022,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L,3.887,7.5,IIb,2017-03-23,0.0,false,ICSMA index (live rebuild)
CVE-2019-10962,bd (becton dickinson),BD (Becton Dickinson),BD Alaris Gateway Workstation,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L,3.887,7.5,IIb,2019-06-13,0.0,false,ICSMA index (live rebuild)
CVE-2022-47376,bd (becton dickinson),BD (Becton Dickinson),BD Alaris Infusion Central,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:L,1.835,7.5,IIb,2023-02-16,0.0,false,ICSMA index (live rebuild)
CVE-2022-22766,bd (becton dickinson),BD (Becton Dickinson),BD Pyxis,CVSS:3.0/AV:L/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H,1.048,7.5,IIb,2022-03-03,0.0,false,ICSMA index (live rebuild)
CVE-2023-30564,bd (becton dickinson),BD (Becton Dickinson),BD Alaris System with Guardrails Suite MX,CVSS:3.0/AV:A/AC:L/PR:L/UI:R/S:C/C:H/I:L/A:N,1.654,7.5,IIb,2023-07-13,0.0,false,ICSMA index (live rebuild)
CVE-2016-9355,bd (becton dickinson),BD (Becton Dickinson),BD Alaris 8015 PC Unit (Update B),CVSS:3.0/AV:P/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,0.915,7.5,IIb,2017-01-17,0.0,false,ICSMA index (live rebuild)
CVE-2017-13077,bd (becton dickinson),BD (Becton Dickinson),BD Pyxis,CVSS:3.0/AV:A/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:N,1.62,7.5,IIb,2018-04-24,0.0,false,ICSMA index (live rebuild)
CVE-2019-6517,bd (becton dickinson),BD (Becton Dickinson),BD FACSLyric (Update A),CVSS:3.0/AV:P/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,0.915,7.5,IIb,2019-01-29,0.0,false,ICSMA index (live rebuild)
CVE-2020-10598,bd (becton dickinson),BD (Becton Dickinson),BD Pyxis MedStation and Pyxis Anesthesia (PAS) ES System,CVSS:3.0/AV:P/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,0.915,7.5,IIb,2020-03-31,0.0,false,ICSMA index (live rebuild)
CVE-2023-30560,bd (becton dickinson),BD (Becton Dickinson),BD Alaris System with Guardrails Suite MX,CVSS:3.0/AV:P/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,0.915,7.5,IIb,2023-07-13,0.0,false,ICSMA index (live rebuild)
CVE-2023-30562,bd (becton dickinson),BD (Becton Dickinson),BD Alaris System with Guardrails Suite MX,CVSS:3.0/AV:A/AC:L/PR:L/UI:R/S:U/C:N/I:H/A:H,1.508,7.5,IIb,2023-07-13,0.0,false,ICSMA index (live rebuild)
CVE-2022-40263,bd (becton dickinson),BD (Becton Dickinson),BD Totalys MultiProcessor,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:L/A:L,1.835,7.5,IIb,2022-10-04,0.0,false,ICSMA index (live rebuild)
CVE-2020-25165,bd (becton dickinson),BD (Becton Dickinson),BD Alaris 8015 PC Unit and BD Alaris Systems Manager,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:L,3.887,7.5,IIb,2020-11-12,0.0,false,ICSMA index (live rebuild)
CVE-2018-10595,bd (becton dickinson),BD (Becton Dickinson),BD Kiestra and InoquIA Systems (Update A),CVSS:3.0/AV:A/AC:H/PR:H/UI:R/S:U/C:H/I:H/A:H,0.375,7.5,IIb,2018-05-22,0.0,false,ICSMA index (live rebuild)
CVE-2023-30561,bd (becton dickinson),BD (Becton Dickinson),BD Alaris System with Guardrails Suite MX,CVSS:3.0/AV:P/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:H,0.915,7.5,IIb,2023-07-13,0.0,false,ICSMA index (live rebuild)
CVE-2022-30277,bd (becton dickinson),BD (Becton Dickinson),BD Synapsys,CVSS:3.0/AV:P/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:N,0.487,7.5,IIb,2022-05-31,0.0,false,ICSMA index (live rebuild)
CVE-2018-10593,bd (becton dickinson),BD (Becton Dickinson),BD Kiestra and InoquIA Systems (Update A),CVSS:3.0/AV:A/AC:H/PR:H/UI:R/S:U/C:N/I:H/A:H,0.375,7.5,IIb,2018-05-22,0.0,false,ICSMA index (live rebuild)
CVE-2023-29060,bd (becton dickinson),BD (Becton Dickinson),BD FACSChorus,CVSS:3.1/AV:P/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:H,0.667,7.5,IIb,2023-11-28,0.0,false,ICSMA index (live rebuild)
CVE-2019-11479,bd (becton dickinson),BD (Becton Dickinson),BD Alaris PCU (Update A),CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,3.887,7.5,IIb,2020-06-18,0.0,false,ICSMA index (live rebuild)
CVE-2022-43557,bd (becton dickinson),BD (Becton Dickinson),BD BodyGuard Pumps,CVSS:3.0/AV:P/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:H,0.523,7.5,IIb,2022-12-01,0.0,false,ICSMA index (live rebuild)
CVE-2023-30559,bd (becton dickinson),BD (Becton Dickinson),BD Alaris System with Guardrails Suite MX,CVSS:3.0/AV:P/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:H,0.915,7.5,IIb,2023-07-13,0.0,false,ICSMA index (live rebuild)
CVE-2023-29061,bd (becton dickinson),BD (Becton Dickinson),BD FACSChorus,CVSS:3.1/AV:P/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:H,0.915,7.5,IIb,2023-11-28,0.0,false,ICSMA index (live rebuild)
CVE-2016-8375,bd (becton dickinson),BD (Becton Dickinson),BD Alaris 8015 PC Unit (Update B),CVSS:3.0/AV:P/AC:H/PR:N/UI:N/S:C/C:H/I:N/A:N,0.523,7.5,IIb,2017-01-17,0.0,false,ICSMA index (live rebuild)
CVE-2023-29064,bd (becton dickinson),BD (Becton Dickinson),BD FACSChorus,CVSS:3.1/AV:P/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,0.667,7.5,IIb,2023-11-28,0.0,false,ICSMA index (live rebuild)
CVE-2023-29065,bd (becton dickinson),BD (Becton Dickinson),BD FACSChorus,CVSS:3.1/AV:P/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,0.667,7.5,IIb,2023-11-28,0.0,false,ICSMA index (live rebuild)
CVE-2023-29062,bd (becton dickinson),BD (Becton Dickinson),BD FACSChorus,CVSS:3.1/AV:A/AC:L/PR:N/UI:R/S:C/C:L/I:N/A:N,2.068,7.5,IIb,2023-11-28,0.0,false,ICSMA index (live rebuild)
CVE-2023-30565,bd (becton dickinson),BD (Becton Dickinson),BD Alaris System with Guardrails Suite MX,CVSS:3.0/AV:A/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,2.068,7.5,IIb,2023-07-13,0.0,false,ICSMA index (live rebuild)
CVE-2023-29066,bd (becton dickinson),BD (Becton Dickinson),BD FACSChorus,CVSS:3.1/AV:P/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:L,0.667,7.5,IIb,2023-11-28,0.0,false,ICSMA index (live rebuild)
CVE-2018-1285,bd (becton dickinson),BD (Becton Dickinson),BD Alaris System with Guardrails Suite MX,CVSS:3.0/AV:L/AC:H/PR:H/UI:N/S:U/C:N/I:L/A:L,0.457,7.5,IIb,2023-07-13,0.0,false,ICSMA index (live rebuild)
CVE-2023-29063,bd (becton dickinson),BD (Becton Dickinson),BD FACSChorus,CVSS:3.1/AV:P/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,0.915,7.5,IIb,2023-11-28,0.0,false,ICSMA index (live rebuild)
CVE-2021-33885,b. braun,B. Braun,B. Braun Infusomat Space Large Volume Pump,CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:C/C:H/I:H/A:H,2.221,7.5,IIb,2021-10-21,0.0,false,ICSMA index (live rebuild)
CVE-2020-25172,b. braun,B. Braun,B. Braun OnlineSuite,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:H/A:L,3.887,7.5,IIb,2020-10-22,0.0,false,ICSMA index (live rebuild)
CVE-2020-25174,b. braun,B. Braun,B. Braun OnlineSuite,CVSS:3.0/AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,2.515,7.5,IIb,2020-10-22,0.0,false,ICSMA index (live rebuild)
CVE-2020-25158,b. braun,B. Braun,"B. Braun SpaceCom, Battery Pack SP with Wi-Fi, and Data module compactplus",CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:L/A:L,2.835,7.5,IIb,2020-10-22,0.0,false,ICSMA index (live rebuild)
CVE-2020-25150,b. braun,B. Braun,"B. Braun SpaceCom, Battery Pack SP with Wi-Fi, and Data module compactplus",CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:H/A:L,2.835,7.5,IIb,2020-10-22,0.0,false,ICSMA index (live rebuild)
CVE-2020-25162,b. braun,B. Braun,"B. Braun SpaceCom, Battery Pack SP with Wi-Fi, and Data module compactplus",CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,3.887,7.5,IIb,2020-10-22,0.0,false,ICSMA index (live rebuild)
CVE-2020-25156,b. braun,B. Braun,"B. Braun SpaceCom, Battery Pack SP with Wi-Fi, and Data module compactplus",CVSS:3.0/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,1.235,7.5,IIb,2020-10-22,0.0,false,ICSMA index (live rebuild)
CVE-2020-25170,b. braun,B. Braun,B. Braun OnlineSuite,CVSS:3.0/AV:N/AC:L/PR:H/UI:R/S:C/C:L/I:H/A:N,1.668,7.5,IIb,2020-10-22,0.0,false,ICSMA index (live rebuild)
CVE-2020-25166,b. braun,B. Braun,"B. Braun SpaceCom, Battery Pack SP with Wi-Fi, and Data module compactplus",CVSS:3.0/AV:P/AC:H/PR:N/UI:N/S:C/C:N/I:H/A:H,0.523,7.5,IIb,2020-10-22,0.0,false,ICSMA index (live rebuild)
CVE-2020-25160,b. braun,B. Braun,"B. Braun SpaceCom, Battery Pack SP with Wi-Fi, and Data module compactplus",CVSS:3.0/AV:L/AC:L/PR:N/UI:N/S:C/C:L/I:L/A:L,2.515,7.5,IIb,2020-10-22,0.0,false,ICSMA index (live rebuild)
CVE-2021-33886,b. braun,B. Braun,B. Braun Infusomat Space Large Volume Pump,CVSS:3.0/AV:A/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:N,1.62,7.5,IIb,2021-10-21,0.0,false,ICSMA index (live rebuild)
CVE-2021-33882,b. braun,B. Braun,B. Braun Infusomat Space Large Volume Pump,CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:C/C:N/I:H/A:N,2.221,7.5,IIb,2021-10-21,0.0,false,ICSMA index (live rebuild)
CVE-2020-16238,b. braun,B. Braun,"B. Braun SpaceCom, Battery Pack SP with Wi-Fi, and Data module compactplus",CVSS:3.0/AV:L/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,0.799,7.5,IIb,2020-10-22,0.0,false,ICSMA index (live rebuild)
CVE-2020-25152,b. braun,B. Braun,"B. Braun SpaceCom, Battery Pack SP with Wi-Fi, and Data module compactplus",CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:N,2.835,7.5,IIb,2020-10-22,0.0,false,ICSMA index (live rebuild)
CVE-2021-33884,b. braun,B. Braun,B. Braun Infusomat Space Large Volume Pump,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N,3.887,7.5,IIb,2021-10-21,0.0,false,ICSMA index (live rebuild)
CVE-2021-33883,b. braun,B. Braun,B. Braun Infusomat Space Large Volume Pump,CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:H/A:N,2.221,7.5,IIb,2021-10-21,0.0,false,ICSMA index (live rebuild)
CVE-2023-0888,b. braun,B. Braun,B. Braun Battery Pack SP with Wi-Fi,CVSS:3.0/AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:H/A:L,1.235,7.5,IIb,2023-04-18,0.0,false,ICSMA index (live rebuild)
CVE-2017-6018,b. braun,B. Braun,CVE-2017-6018,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:L/A:N,2.835,7.5,IIb,2017-03-23,0.0,false,ICSMA index (live rebuild)
CVE-2020-25154,b. braun,B. Braun,"B. Braun SpaceCom, Battery Pack SP with Wi-Fi, and Data module compactplus",CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:L/A:N,2.835,7.5,IIb,2020-10-22,0.0,false,ICSMA index (live rebuild)
CVE-2020-25164,b. braun,B. Braun,"B. Braun SpaceCom, Battery Pack SP with Wi-Fi, and Data module compactplus",CVSS:3.0/AV:L/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N,1.437,7.5,IIb,2020-10-22,0.0,false,ICSMA index (live rebuild)
CVE-2020-25168,b. braun,B. Braun,"B. Braun SpaceCom, Battery Pack SP with Wi-Fi, and Data module compactplus",CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,1.835,7.5,IIb,2020-10-22,0.0,false,ICSMA index (live rebuild)
CVE-2008-4250,siemens healthineers,Siemens Healthineers,CVE-2008-4250,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,3.887,7.5,IIb,2017-08-03,0.0,false,ICSMA index (live rebuild)
CVE-2017-7269,siemens healthineers,Siemens Healthineers,CVE-2017-7269,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,3.887,7.5,IIb,2017-08-03,0.0,false,ICSMA index (live rebuild)
CVE-2015-1635,siemens healthineers,Siemens Healthineers,CVE-2015-1635,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,3.887,7.5,IIb,2017-08-03,0.0,false,ICSMA index (live rebuild)
CVE-2015-1497,siemens healthineers,Siemens Healthineers,CVE-2015-1497,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,3.887,7.5,IIb,2017-08-03,0.0,false,ICSMA index (live rebuild)
CVE-2015-7861,siemens healthineers,Siemens Healthineers,CVE-2015-7861,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,3.887,7.5,IIb,2017-08-03,0.0,false,ICSMA index (live rebuild)
CVE-2015-7860,siemens healthineers,Siemens Healthineers,CVE-2015-7860,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,3.887,7.5,IIb,2017-08-03,0.0,false,ICSMA index (live rebuild)
CVE-2018-5474,philips,Philips,Philips Intellispace Portal ISP Vulnerabilities,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,3.887,7.5,IIb,2018-02-27,0.0,false,ICSMA index (live rebuild)
CVE-2018-5472,philips,Philips,Philips Intellispace Portal ISP Vulnerabilities,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,3.887,7.5,IIb,2018-02-27,0.0,false,ICSMA index (live rebuild)
CVE-2018-5468,philips,Philips,Philips Intellispace Portal ISP Vulnerabilities,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,3.887,7.5,IIb,2018-02-27,0.0,false,ICSMA index (live rebuild)
CVE-2020-1938,philips,Philips,Philips Vue PACS (Update B),CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,3.887,7.5,IIb,2021-07-06,0.0,false,ICSMA index (live rebuild)
CVE-2018-12326,philips,Philips,Philips Vue PACS (Update B),CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,3.887,7.5,IIb,2021-07-06,0.0,false,ICSMA index (live rebuild)
CVE-2018-11218,philips,Philips,Philips Vue PACS (Update B),CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,3.887,7.5,IIb,2021-07-06,0.0,false,ICSMA index (live rebuild)
CVE-2020-4670,philips,Philips,Philips Vue PACS (Update B),CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,3.887,7.5,IIb,2021-07-06,0.0,false,ICSMA index (live rebuild)
CVE-2017-9656,philips,Philips,CVE-2017-9656,CVSS:3.0/AV:N/AC:L/PR:H/UI:N/S:C/C:H/I:H/A:H,2.286,7.5,IIb,2017-08-17,0.0,false,ICSMA index (live rebuild)
CVE-2021-39375,philips,Philips,Philips Tasy EMR,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,2.835,7.5,IIb,2021-11-04,0.0,false,ICSMA index (live rebuild)
CVE-2021-39376,philips,Philips,Philips Tasy EMR,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,2.835,7.5,IIb,2021-11-04,0.0,false,ICSMA index (live rebuild)
CVE-2018-8857,philips,Philips,Philips Brilliance Computed Tomography (CT) System (Update A),CVSS:3.0/AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,2.515,7.5,IIb,2018-05-03,0.0,false,ICSMA index (live rebuild)
CVE-2018-10597,philips,Philips,Philips' IntelliVue Patient and Avalon Fetal Monitors,CVSS:3.0/AV:A/AC:H/PR:N/UI:N/S:C/C:H/I:H/A:H,1.62,7.5,IIb,2018-06-05,0.0,false,ICSMA index (live rebuild)
CVE-2018-10601,philips,Philips,Philips' IntelliVue Patient and Avalon Fetal Monitors,CVSS:3.0/AV:A/AC:H/PR:N/UI:N/S:C/C:H/I:L/A:H,1.62,7.5,IIb,2018-06-05,0.0,false,ICSMA index (live rebuild)
CVE-2018-8014,philips,Philips,Philips Vue PACS (Update B),CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:L/A:N,3.887,7.5,IIb,2021-07-06,0.0,false,ICSMA index (live rebuild)
CVE-2017-0143,philips,Philips,Philips Intellispace Portal ISP Vulnerabilities,CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,2.221,7.5,IIb,2018-02-27,0.0,false,ICSMA index (live rebuild)
CVE-2017-0144,philips,Philips,Philips Intellispace Portal ISP Vulnerabilities,CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,2.221,7.5,IIb,2018-02-27,0.0,false,ICSMA index (live rebuild)
CVE-2017-0145,philips,Philips,Philips Intellispace Portal ISP Vulnerabilities,CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,2.221,7.5,IIb,2018-02-27,0.0,false,ICSMA index (live rebuild)
CVE-2017-0146,philips,Philips,Philips Intellispace Portal ISP Vulnerabilities,CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,2.221,7.5,IIb,2018-02-27,0.0,false,ICSMA index (live rebuild)
CVE-2017-0148,philips,Philips,Philips Intellispace Portal ISP Vulnerabilities,CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,2.221,7.5,IIb,2018-02-27,0.0,false,ICSMA index (live rebuild)
CVE-2017-0272,philips,Philips,Philips Intellispace Portal ISP Vulnerabilities,CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,2.221,7.5,IIb,2018-02-27,0.0,false,ICSMA index (live rebuild)
CVE-2021-32993,philips,Philips,Philips IntelliBridge EC 40 and EC 80 Hub,CVSS:3.0/AV:A/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:H,2.835,7.5,IIb,2021-11-18,0.0,false,ICSMA index (live rebuild)
CVE-2021-33017,philips,Philips,Philips IntelliBridge EC 40 and EC 80 Hub,CVSS:3.0/AV:A/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:H,2.835,7.5,IIb,2021-11-18,0.0,false,ICSMA index (live rebuild)
CVE-2017-0199,philips,Philips,Philips Intellispace Portal ISP Vulnerabilities,CVSS:3.0/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,1.835,7.5,IIb,2018-02-27,0.0,false,ICSMA index (live rebuild)
CVE-2018-5470,philips,Philips,Philips Intellispace Portal ISP Vulnerabilities,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,1.835,7.5,IIb,2018-02-27,0.0,false,ICSMA index (live rebuild)
CVE-2021-33020,philips,Philips,Philips Vue PACS (Update B),CVSS:3.0/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,1.835,7.5,IIb,2021-07-06,0.0,false,ICSMA index (live rebuild)
CVE-2025-2230,philips,Philips,Philips Intellispace Cardiovascular (ISCV),CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,2.515,7.5,IIb,2025-03-13,0.0,false,ICSMA index (live rebuild)
CVE-2025-2229,philips,Philips,Philips Intellispace Cardiovascular (ISCV),CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,2.515,7.5,IIb,2025-03-13,0.0,false,ICSMA index (live rebuild)
CVE-2018-5458,philips,Philips,Philips Intellispace Portal ISP Vulnerabilities,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,3.887,7.5,IIb,2018-02-27,0.0,false,ICSMA index (live rebuild)
CVE-2018-5462,philips,Philips,Philips Intellispace Portal ISP Vulnerabilities,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,3.887,7.5,IIb,2018-02-27,0.0,false,ICSMA index (live rebuild)
CVE-2018-5464,philips,Philips,Philips Intellispace Portal ISP Vulnerabilities,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,3.887,7.5,IIb,2018-02-27,0.0,false,ICSMA index (live rebuild)
